Title;Year;Genre;Award Amount;Box Office;Budget;Time (mins);Reviews;Number of Reviews
Ad Astra;2019; Thriller ;0;127175922;-;124;[0.6, 1.0, 4.0, 7.0, 20.0, 28.0, 25.0, 11.0, 2.0, 0.9];58807
Wyścig szczurów;2001; Komedia ;0;85498534;48000000;112;[0.4, 0.7, 2.0, 5.0, 11.0, 25.0, 32.0, 16.0, 5.0, 3.0];109211
Wyścig szczurów;2001; Komedia ;0;85498534;48000000;112;[0.4, 0.7, 2.0, 5.0, 11.0, 25.0, 32.0, 16.0, 5.0, 3.0];109211
Julie i Julia;2009; Biograficzny ;21;129540499;40000000;123;[0.3, 0.3, 1.0, 3.0, 9.0, 23.0, 36.0, 20.0, 5.0, 2.0];83673
Co mi zrobisz, jak mnie złapiesz;1978; Komedia obycz. ;0;-;-;99;[0.4, 0.3, 0.8, 2.0, 4.0, 11.0, 28.0, 31.0, 13.0, 9.0];79586
Kabaret;1972; Dramat ;45;42765000;6000000;124;[2.0, 0.3, 0.6, 1.0, 2.0, 6.0, 17.0, 33.0, 23.0, 15.0];36394
Obcy: Przebudzenie;1997; Horror ;0;161376069;75000000;109;[0.5, 0.6, 2.0, 3.0, 8.0, 17.0, 32.0, 24.0, 8.0, 6.0];102361
Suspiria;2018; Horror ;20;7942093;20000000;152;[2.0, 2.0, 5.0, 6.0, 11.0, 18.0, 25.0, 20.0, 8.0, 4.0];33301
Chłopięcy świat;1993; Biograficzny ;0;4104962;-;115;[0.1, 0.1, 0.2, 0.6, 2.0, 8.0, 29.0, 42.0, 13.0, 5.0];41768
Easy Rider;1969; Dramat obyczajowy ;0;60000000;360000;94;[0.6, 0.6, 2.0, 3.0, 6.0, 12.0, 24.0, 29.0, 15.0, 9.0];43539
Rocketman;2019; Biograficzny ;37;195320400;40000000;121;[0.2, 0.2, 0.9, 2.0, 6.0, 16.0, 34.0, 30.0, 9.0, 3.0];66672
Smażone zielone pomidory;1991; Dramat ;10;119418501;11000000;130;[0.3, 0.2, 0.6, 1.0, 3.0, 9.0, 26.0, 37.0, 16.0, 7.0];43482
Krótki film o miłości;1988; Dramat ;10;-;-;83;[0.4, 0.1, 0.4, 0.7, 2.0, 7.0, 22.0, 40.0, 20.0, 8.0];45834
Wszystko jest iluminacją;2005; Dramat ;0;3601974;7000000;106;[0.3, 0.3, 0.9, 1.0, 4.0, 10.0, 25.0, 35.0, 16.0, 7.0];45303
Wejście smoka;1973; Akcja ;0;90000000;850000;98;[0.5, 0.3, 0.8, 1.0, 4.0, 10.0, 27.0, 33.0, 14.0, 9.0];93056
Anastazja;1997; Animacja ;20;139804348;53000000;94;[0.5, 0.4, 0.8, 2.0, 5.0, 12.0, 26.0, 30.0, 14.0, 10.0];90910
Jak wytresować smoka 3;2019; Animacja ;0;524580592;129000000;104;[0.2, 0.1, 0.5, 1.0, 4.0, 13.0, 30.0, 31.0, 13.0, 8.0];57583
Człowiek-scyzoryk;2016; Dramat ;0;4935501;3000000;95;[2.0, 1.0, 3.0, 4.0, 8.0, 16.0, 29.0, 24.0, 9.0, 4.0];39222
Percy Jackson i Bogowie Olimpijscy: Złodziej Pioruna;2010; Fantasy ;0;226497209;95000000;118;[1.0, 1.0, 4.0, 7.0, 14.0, 24.0, 25.0, 14.0, 5.0, 5.0];95321
Underground;1995; Dramat ;6;-;-;163;[0.6, 0.3, 1.0, 1.0, 3.0, 7.0, 19.0, 32.0, 22.0, 13.0];39328
Tylko Bóg wybacza;2013; Kryminał ;0;10635126;4800000;90;[4.0, 5.0, 12.0, 11.0, 18.0, 18.0, 16.0, 10.0, 4.0, 2.0];39385
Eagle Eye;2008; Thriller ;0;178066569;80000000;118;[0.3, 0.3, 1.0, 2.0, 7.0, 17.0, 35.0, 25.0, 7.0, 4.0];79778
Wożąc panią Daisy;1989; Komedia ;26;145793296;7500000;99;[0.5, 0.6, 1.0, 3.0, 6.0, 14.0, 31.0, 29.0, 10.0, 5.0];47865
Zawrót głowy;1958; Melodramat ;16;25000000;2479000;129;[0.3, 0.2, 0.6, 1.0, 3.0, 9.0, 24.0, 35.0, 18.0, 9.0];38967
Spider-Man: Bez drogi do domu;2021; Akcja ;40;1921847111;200000000;150;[0.5, 0.4, 0.9, 2.0, 4.0, 11.0, 25.0, 29.0, 17.0, 10.0];96977
Miłość Larsa;2007; Dramat ;16;11293663;12000000;106;[0.2, 0.2, 0.9, 2.0, 5.0, 14.0, 34.0, 32.0, 9.0, 3.0];50188
Łowca czarownic;2015; Fantasy ;0;140396650;90000000;106;[0.4, 0.9, 4.0, 7.0, 16.0, 29.0, 26.0, 12.0, 3.0, 2.0];65258
Idź i patrz;1985; Dramat ;0;-;-;136;[1.0, 0.5, 0.9, 1.0, 3.0, 5.0, 13.0, 28.0, 28.0, 20.0];19982
Tożsamość;2003; Thriller ;0;90259536;28000000;90;[0.3, 0.2, 0.9, 2.0, 6.0, 16.0, 33.0, 30.0, 9.0, 3.0];64061
Lewiatan;2014; Dramat ;22;1517631;-;140;[0.2, 0.2, 0.9, 1.0, 5.0, 11.0, 30.0, 37.0, 12.0, 3.0];31506
Vice;2018; Biograficzny ;57;76073488;60000000;132;[0.2, 0.2, 0.8, 1.0, 5.0, 16.0, 37.0, 27.0, 6.0, 7.0];35004
Zróbmy sobie wnuka;2003; Komedia ;1;-;-;83;[0.7, 1.0, 3.0, 5.0, 12.0, 24.0, 30.0, 15.0, 5.0, 3.0];111273
Złe mamuśki;2016; Komedia ;2;183936074;20000000;101;[0.5, 0.8, 3.0, 4.0, 11.0, 26.0, 31.0, 16.0, 5.0, 2.0];80132
Amityville;2005; Horror ;4;108047131;19000000;90;[0.4, 0.6, 2.0, 4.0, 10.0, 22.0, 33.0, 19.0, 5.0, 3.0];86340
Babadook;2014; Horror ;18;10312540;-;92;[1.0, 2.0, 6.0, 8.0, 16.0, 23.0, 24.0, 14.0, 4.0, 1.0];65852
Lekarstwo na życie;2016; Horror ;0;26620002;40000000;146;[0.7, 1.0, 3.0, 5.0, 13.0, 25.0, 30.0, 15.0, 4.0, 2.0];50421
Książę w Nowym Jorku;1988; Komedia ;0;288752301;39000000;116;[0.3, 0.5, 2.0, 4.0, 10.0, 25.0, 33.0, 17.0, 5.0, 3.0];108418
Iniemamocni 2;2018; Animacja ;37;1243225667;200000000;118;[0.1, 0.1, 0.4, 0.9, 4.0, 13.0, 33.0, 34.0, 11.0, 4.0];76549
Sekrety morza;2014; Animacja ;15;4253152;-;93;[0.5, 0.2, 0.5, 0.9, 2.0, 6.0, 16.0, 33.0, 26.0, 14.0];38003
Baywatch. Słoneczny patrol;2017; Akcja ;0;177856751;69000000;116;[1.0, 2.0, 6.0, 9.0, 17.0, 27.0, 22.0, 10.0, 3.0, 2.0];88825
Hitman;2007; Thriller ;0;99965792;24000000;93;[1.0, 1.0, 3.0, 5.0, 11.0, 21.0, 28.0, 17.0, 6.0, 6.0];96328
Godzilla;2014; Akcja ;0;524978362;160000000;123;[0.9, 1.0, 5.0, 8.0, 19.0, 28.0, 23.0, 10.0, 3.0, 2.0];85215
Transporter 3;2008; Akcja ;0;108979549;-;105;[0.7, 0.8, 2.0, 4.0, 8.0, 19.0, 31.0, 20.0, 7.0, 7.0];101518
A więc wojna;2012; Akcja ;0;156491279;65000000;98;[0.4, 0.6, 2.0, 5.0, 11.0, 24.0, 32.0, 17.0, 5.0, 3.0];79568
Polowanie na druhny;2005; Komedia rom. ;15;285176741;40000000;119;[0.5, 0.7, 2.0, 5.0, 13.0, 26.0, 31.0, 15.0, 4.0, 3.0];98374
Prawdziwy ból;2024; Dramat ;45;9723381;3000000;90;[0.4, 0.4, 1.0, 2.0, 7.0, 19.0, 35.0, 24.0, 7.0, 4.0];25650
Noc oczyszczenia;2013; Thriller ;0;89328627;3000000;85;[1.0, 2.0, 6.0, 10.0, 21.0, 27.0, 20.0, 8.0, 2.0, 1.0];82059
Trzy kolory: Biały;1994; Dramat ;5;1249815;-;91;[0.5, 0.1, 0.6, 0.8, 3.0, 8.0, 25.0, 38.0, 17.0, 7.0];47845
Dyktator;1940; Dramat ;11;-;-;124;[0.7, 0.2, 0.6, 1.0, 3.0, 6.0, 19.0, 35.0, 22.0, 13.0];38144
Słoń;2003; Dramat ;8;10012022;3000000;81;[2.0, 1.0, 3.0, 4.0, 8.0, 15.0, 27.0, 24.0, 10.0, 5.0];37273
"Glass Onion: Film z serii ""Na noże""";2022; Dramat ;61;13280000;-;139;[0.4, 0.5, 2.0, 3.0, 10.0, 27.0, 37.0, 16.0, 3.0, 1.0];99589
Za kilka dolarów więcej;1965; Western ;0;15000000;750000;132;[0.6, 0.1, 0.3, 0.6, 2.0, 5.0, 18.0, 38.0, 24.0, 12.0];54602
Bez miłości ani słowa;2012; Komedia ;0;-;-;97;[0.2, 0.2, 0.8, 2.0, 5.0, 14.0, 33.0, 30.0, 10.0, 5.0];53611
RRRrrrr!!!;2004; Komedia ;0;13315054;-;94;[3.0, 3.0, 5.0, 7.0, 12.0, 20.0, 23.0, 16.0, 7.0, 5.0];103110
Amy;2015; Biograficzny ;33;23653992;-;127;[0.3, 0.2, 0.6, 1.0, 3.0, 10.0, 31.0, 39.0, 12.0, 3.0];45840
Karbala;2015; Dramat ;12;-;-;115;[0.5, 0.5, 2.0, 4.0, 11.0, 23.0, 34.0, 19.0, 5.0, 2.0];59503
Need for Speed;2014; Akcja ;0;203277636;66000000;130;[0.7, 1.0, 4.0, 6.0, 13.0, 22.0, 28.0, 16.0, 6.0, 4.0];75295
Zamiana ciał;2011; Komedia ;0;75450437;52000000;113;[0.6, 0.7, 2.0, 4.0, 11.0, 25.0, 33.0, 16.0, 4.0, 2.0];86700
Opowieści z Narnii: Podróż Wędrowca do Świtu;2010; Familijny ;0;415686217;155000000;115;[0.4, 0.5, 2.0, 4.0, 11.0, 23.0, 31.0, 17.0, 6.0, 5.0];84706
Tajemnica Filomeny;2013; Dramat ;48;100129872;12000000;94;[0.1, 0.1, 0.5, 0.9, 3.0, 12.0, 35.0, 36.0, 10.0, 3.0];48985
Dorwać byłą;2010; Komedia ;0;136333522;40000000;111;[0.5, 0.7, 3.0, 6.0, 15.0, 29.0, 28.0, 12.0, 3.0, 2.0];96793
Komornik;2005; Dramat ;20;-;-;93;[0.3, 0.2, 0.7, 1.0, 4.0, 13.0, 34.0, 34.0, 9.0, 3.0];80744
Wenus w futrze;2013; Dramat ;12;7755961;-;96;[0.6, 0.6, 2.0, 2.0, 6.0, 11.0, 27.0, 32.0, 15.0, 4.0];34551
Riddick;2013; Akcja ;0;98337295;38000000;119;[0.5, 0.8, 3.0, 5.0, 12.0, 24.0, 31.0, 16.0, 5.0, 3.0];77087
Goście, goście;1993; Fantasy ;9;98754810;-;107;[0.5, 0.6, 2.0, 3.0, 7.0, 17.0, 32.0, 24.0, 8.0, 5.0];101392
Kobiety mafii;2018; Sensacyjny ;0;13121008;-;138;[6.0, 6.0, 11.0, 13.0, 19.0, 21.0, 14.0, 6.0, 2.0, 2.0];87879
Keith;2008; Melodramat ;0;-;-;93;[0.5, 0.5, 1.0, 2.0, 6.0, 12.0, 25.0, 29.0, 14.0, 10.0];20414
Plan ucieczki;2013; Thriller ;0;137328301;50000000;116;[0.2, 0.2, 1.0, 3.0, 8.0, 22.0, 36.0, 21.0, 6.0, 3.0];81065
Pręgi;2004; Dramat obyczajowy ;21;-;-;91;[0.9, 0.6, 1.0, 2.0, 6.0, 13.0, 30.0, 31.0, 11.0, 5.0];58833
Jak to robią single;2016; Dramat ;0;112343513;38000000;110;[0.4, 0.7, 3.0, 6.0, 14.0, 29.0, 29.0, 13.0, 4.0, 2.0];73416
Stan gry;2009; Dramat ;1;87812371;-;127;[0.1, 0.1, 0.4, 1.0, 4.0, 15.0, 43.0, 31.0, 5.0, 2.0];63899
Nigdy cię tu nie było;2017; Dramat ;31;2528078;-;85;[0.8, 1.0, 4.0, 5.0, 15.0, 23.0, 28.0, 16.0, 4.0, 2.0];33863
Bronson;2008; Biograficzny ;0;2260712;-;92;[0.3, 0.4, 1.0, 2.0, 6.0, 15.0, 31.0, 29.0, 11.0, 4.0];45370
Lolita;1997; Dramat ;0;1953255;62000000;137;[0.4, 0.3, 0.9, 2.0, 5.0, 12.0, 31.0, 33.0, 11.0, 5.0];53970
Gattaca - Szok przyszłości;1997; Dramat ;0;16132777;36000000;106;[0.2, 0.1, 0.6, 1.0, 4.0, 12.0, 31.0, 34.0, 12.0, 5.0];56532
Wybór Zofii;1982; Melodramat ;22;30036000;12000000;151;[0.4, 0.3, 0.8, 1.0, 3.0, 9.0, 25.0, 36.0, 16.0, 7.0];25710
Co się zdarzyło w Las Vegas;2008; Komedia rom. ;5;219375797;35000000;99;[0.4, 0.5, 2.0, 4.0, 10.0, 23.0, 32.0, 19.0, 6.0, 4.0];93775
Czarne bractwo. BlacKkKlansman;2018; Biograficzny ;91;93400823;15000000;128;[0.4, 0.3, 1.0, 2.0, 7.0, 20.0, 40.0, 24.0, 4.0, 1.0];52372
Wyspa skazańców;2010; Dramat ;9;4179605;-;116;[0.1, 0.1, 0.3, 0.7, 3.0, 9.0, 30.0, 41.0, 13.0, 3.0];47173
Dobry rok;2006; Obyczajowy ;0;42269923;35000000;118;[0.2, 0.2, 0.7, 2.0, 5.0, 16.0, 36.0, 29.0, 8.0, 3.0];59327
Zgon na pogrzebie;2007; Komedia ;0;46789413;9000000;90;[0.5, 0.5, 2.0, 3.0, 6.0, 15.0, 31.0, 28.0, 11.0, 4.0];74133
Wkraczając w pustkę;2009; Dramat ;0;-;-;154;[1.0, 1.0, 3.0, 3.0, 7.0, 12.0, 24.0, 27.0, 16.0, 7.0];21663
Wind River. Na przeklętej ziemi;2017; Kryminał ;0;33800859;11000000;107;[0.1, 0.1, 0.4, 0.8, 3.0, 11.0, 37.0, 36.0, 9.0, 2.0];58717
Na pewno, być może;2008; Dramat ;0;55447968;-;112;[0.2, 0.2, 1.0, 2.0, 8.0, 22.0, 38.0, 21.0, 5.0, 3.0];68899
Żywioł. Deepwater Horizon;2016; Katastroficzny ;0;119463870;110000000;107;[0.1, 0.1, 0.5, 1.0, 5.0, 18.0, 40.0, 27.0, 7.0, 2.0];58668
Evan Wszechmogący;2007; Fantasy ;7;173418781;175000000;95;[0.9, 1.0, 5.0, 9.0, 21.0, 30.0, 21.0, 8.0, 2.0, 2.0];104841
The Complete Metropolis;1927; Sci-Fi ;9;1236166;-;153;[1.0, 0.2, 0.7, 1.0, 2.0, 6.0, 18.0, 33.0, 22.0, 16.0];25157
Mustang z Dzikiej Doliny;2002; Animacja ;18;122563539;80000000;83;[0.4, 0.3, 0.9, 2.0, 5.0, 11.0, 24.0, 28.0, 15.0, 13.0];91947
Tytus Andronikus;1999; Dramat ;8;2007290;-;162;[2.0, 2.0, 3.0, 4.0, 7.0, 11.0, 20.0, 24.0, 15.0, 13.0];25722
Okruchy dnia;1993; Melodramat ;30;23237911;11500000;134;[0.2, 0.2, 0.5, 1.0, 3.0, 8.0, 25.0, 38.0, 17.0, 7.0];36958
Niebezpieczna metoda;2011; Biograficzny ;0;27462041;-;99;[0.4, 0.8, 4.0, 7.0, 20.0, 29.0, 26.0, 10.0, 2.0, 1.0];42945
Obywatel Milk;2008; Biograficzny ;74;54586584;20000000;128;[1.0, 0.4, 1.0, 2.0, 6.0, 14.0, 34.0, 31.0, 9.0, 3.0];45462
Big Love;2012; Melodramat ;0;-;-;100;[4.0, 4.0, 8.0, 8.0, 15.0, 19.0, 20.0, 13.0, 5.0, 3.0];74952
Jeniec: Tak daleko jak nogi poniosą;2001; Dramat ;0;-;-;158;[0.3, 0.1, 0.4, 0.8, 2.0, 8.0, 24.0, 39.0, 18.0, 7.0];75490
Kot w butach;2011; Animacja ;22;554987477;130000000;90;[0.2, 0.4, 2.0, 4.0, 13.0, 28.0, 32.0, 15.0, 4.0, 3.0];86407
Pitch Black;2000; Akcja ;0;53187659;23000000;110;[0.3, 0.3, 1.0, 2.0, 5.0, 14.0, 30.0, 30.0, 11.0, 6.0];90434
Gniew tytanów;2012; Fantasy ;0;305270083;150000000;99;[0.5, 1.0, 4.0, 7.0, 17.0, 28.0, 25.0, 11.0, 3.0, 2.0];80464
Morderstwo pierwszego stopnia;1995; Dramat sądowy ;2;29481942;-;120;[0.2, 0.1, 0.2, 0.4, 2.0, 5.0, 21.0, 41.0, 23.0, 7.0];29590
Chata;2017; Dramat ;0;96942115;20000000;132;[2.0, 2.0, 5.0, 5.0, 11.0, 16.0, 22.0, 19.0, 10.0, 8.0];39060
3:10 do Yumy;2007; Western ;0;70016220;55000000;122;[0.3, 0.2, 0.6, 1.0, 4.0, 11.0, 33.0, 36.0, 10.0, 4.0];65000
Underworld: Przebudzenie;2012; Horror ;0;160112671;70000000;88;[0.6, 0.9, 3.0, 5.0, 12.0, 23.0, 28.0, 16.0, 6.0, 5.0];77761
Jason Bourne;2016; Sensacyjny ;0;415484914;120000000;123;[0.3, 0.3, 2.0, 4.0, 13.0, 28.0, 34.0, 14.0, 3.0, 2.0];63611
Spragnieni miłości;2000; Melodramat ;19;13719237;-;98;[0.6, 0.4, 0.9, 1.0, 3.0, 7.0, 19.0, 33.0, 22.0, 13.0];27196
Coś za mną chodzi;2014; Horror ;0;21729511;2000000;100;[3.0, 3.0, 9.0, 10.0, 17.0, 22.0, 21.0, 11.0, 3.0, 0.8];59545
Straszny film 3;2003; Komedia ;3;220673217;48000000;84;[2.0, 2.0, 4.0, 8.0, 16.0, 26.0, 24.0, 11.0, 4.0, 4.0];105443
Wiecznie żywy;2013; Horror ;7;116980662;35000000;97;[0.9, 1.0, 4.0, 6.0, 13.0, 25.0, 28.0, 15.0, 5.0, 3.0];71997
Powiększenie;1966; Dramat ;9;-;-;111;[1.0, 0.6, 1.0, 2.0, 4.0, 8.0, 19.0, 31.0, 20.0, 13.0];34854
Dziedzictwo Bourne'a;2012; Sensacyjny ;0;276144750;125000000;135;[0.3, 0.3, 2.0, 4.0, 12.0, 28.0, 34.0, 15.0, 3.0, 2.0];69792
Inna kobieta;2014; Komedia ;0;196781193;40000000;109;[0.4, 0.7, 2.0, 5.0, 11.0, 26.0, 31.0, 16.0, 5.0, 3.0];78208
Powidoki;2016; Biograficzny ;0;-;-;98;[0.6, 0.8, 3.0, 6.0, 16.0, 25.0, 28.0, 14.0, 4.0, 2.0];42376
Ratując pana Banksa;2013; Biograficzny ;0;114851434;35000000;126;[0.1, 0.1, 0.5, 1.0, 5.0, 15.0, 36.0, 32.0, 8.0, 3.0];44497
Pora umierać;2007; Dramat ;18;-;-;104;[0.5, 0.2, 0.6, 1.0, 3.0, 7.0, 20.0, 36.0, 21.0, 10.0];34370
Wstręt;1965; Dramat ;5;-;-;104;[1.0, 0.4, 1.0, 2.0, 4.0, 8.0, 21.0, 34.0, 19.0, 10.0];29458
Surogaci;2009; Thriller ;0;122444772;80000000;88;[0.4, 0.5, 2.0, 5.0, 13.0, 27.0, 32.0, 14.0, 3.0, 2.0];87087
Annabelle;2014; Horror ;0;255273813;6500000;98;[1.0, 2.0, 7.0, 11.0, 22.0, 26.0, 19.0, 8.0, 2.0, 2.0];86845
Tylko nie mów nikomu;2019; Dokumentalny ;3;-;-;121;[0.8, 0.2, 0.5, 0.7, 2.0, 6.0, 20.0, 39.0, 17.0, 14.0];83180
Piła II;2005; Horror ;0;147748505;4000000;93;[2.0, 2.0, 3.0, 6.0, 12.0, 23.0, 27.0, 15.0, 5.0, 5.0];104967
Lemony Snicket: Seria niefortunnych zdarzeń;2004; Familijny ;20;209073645;140000000;105;[0.3, 0.4, 1.0, 3.0, 8.0, 19.0, 35.0, 23.0, 7.0, 4.0];79204
Hotel Transylwania 2;2015; Animacja ;0;475186706;80000000;89;[0.2, 0.2, 1.0, 2.0, 7.0, 19.0, 36.0, 23.0, 7.0, 4.0];86807
Movie 43;2012; Komedia ;0;32438988;6000000;90;[9.0, 8.0, 14.0, 13.0, 15.0, 16.0, 12.0, 7.0, 3.0, 3.0];64283
Nasza klasa;2007; Dramat ;0;-;-;99;[0.9, 0.5, 1.0, 2.0, 4.0, 9.0, 24.0, 36.0, 16.0, 7.0];44548
Chciwość;2011; Dramat ;15;19504039;3500000;105;[0.2, 0.3, 1.0, 3.0, 9.0, 22.0, 37.0, 21.0, 5.0, 1.0];46820
Rozmowa;1974; Dramat ;19;4448923;1600000;113;[0.7, 0.6, 1.0, 2.0, 5.0, 12.0, 25.0, 31.0, 15.0, 7.0];24339
Wszystkie odloty Cheyenne'a;2011; Dramat ;17;11790979;-;118;[0.5, 0.5, 2.0, 3.0, 7.0, 15.0, 29.0, 29.0, 12.0, 3.0];43534
Pogrzebany;2010; Thriller ;16;19152480;3000000;95;[0.8, 0.9, 3.0, 4.0, 11.0, 22.0, 33.0, 18.0, 5.0, 2.0];62762
Zostawić Las Vegas;1995; Melodramat ;40;32029928;3600000;112;[0.6, 0.5, 1.0, 2.0, 5.0, 10.0, 24.0, 33.0, 16.0, 9.0];45097
Control;2007; Biograficzny ;20;8159508;-;121;[0.4, 0.1, 0.4, 0.9, 3.0, 8.0, 25.0, 38.0, 18.0, 7.0];43736
Eksperyment;2010; Thriller ;0;-;-;96;[0.3, 0.3, 1.0, 2.0, 7.0, 18.0, 37.0, 26.0, 7.0, 2.0];60405
W lesie dziś nie zaśnie nikt;2020; Horror ;0;-;-;105;[7.0, 9.0, 17.0, 18.0, 19.0, 18.0, 8.0, 2.0, 0.5, 0.9];97394
Jurassic World: Upadłe królestwo;2018; Przygodowy ;11;1310466296;170000000;128;[0.6, 1.0, 4.0, 8.0, 19.0, 29.0, 24.0, 10.0, 3.0, 2.0];75681
Sama przeciw wszystkim;2016; Dramat ;0;9101546;13000000;132;[0.2, 0.1, 0.5, 0.8, 3.0, 10.0, 30.0, 39.0, 13.0, 4.0];36215
Łowcy głów;2011; Kryminał ;8;15699707;-;98;[0.2, 0.3, 0.9, 2.0, 5.0, 14.0, 35.0, 32.0, 9.0, 2.0];53896
Senna;2010; Biograficzny ;14;10197661;-;106;[0.4, 0.1, 0.3, 0.5, 2.0, 5.0, 20.0, 39.0, 23.0, 10.0];39436
Klub winowajców;1985; Dramat ;0;51525171;-;97;[0.2, 0.3, 0.9, 2.0, 5.0, 13.0, 29.0, 32.0, 12.0, 6.0];49879
1900: Człowiek legenda;1998; Dramat ;14;21061339;9000000;170;[0.6, 0.3, 0.6, 1.0, 3.0, 7.0, 19.0, 33.0, 22.0, 13.0];29910
Ave, Cezar!;2016; Dramat ;0;63647656;22000000;106;[1.0, 2.0, 6.0, 9.0, 21.0, 26.0, 23.0, 10.0, 2.0, 0.6];38716
Terminator: Genisys;2015; Akcja ;0;440603537;155000000;126;[0.9, 1.0, 5.0, 7.0, 16.0, 26.0, 27.0, 12.0, 3.0, 2.0];72231
Magia w blasku księżyca;2014; Komedia ;0;32339326;-;97;[0.2, 0.4, 2.0, 4.0, 15.0, 29.0, 32.0, 13.0, 3.0, 1.0];51078
W trójkącie;2022; Dramat ;44;26214659;15600000;150;[0.9, 0.7, 2.0, 3.0, 8.0, 18.0, 32.0, 25.0, 7.0, 2.0];49575
Green Lantern;2011; Akcja ;0;219851172;200000000;114;[1.0, 3.0, 8.0, 12.0, 22.0, 25.0, 18.0, 7.0, 2.0, 2.0];83275
Midnight Express;1978; Dramat ;26;35000000;2300000;121;[0.4, 0.4, 1.0, 1.0, 4.0, 11.0, 29.0, 33.0, 13.0, 6.0];32659
To my;2019; Horror ;55;255228225;20000000;120;[1.0, 2.0, 4.0, 6.0, 12.0, 21.0, 27.0, 17.0, 5.0, 4.0];61916
Cudowne tu i teraz;2013; Dramat ;0;6918591;2500000;99;[0.3, 0.5, 3.0, 5.0, 14.0, 27.0, 31.0, 14.0, 3.0, 2.0];53654
Jane Eyre;2011; Kostiumowy ;0;34710627;-;120;[0.2, 0.2, 1.0, 2.0, 7.0, 16.0, 34.0, 28.0, 8.0, 4.0];45057
Niezniszczalni 3;2014; Akcja ;0;209461378;-;126;[0.4, 0.7, 3.0, 5.0, 13.0, 26.0, 29.0, 15.0, 5.0, 4.0];73423
Na Zachodzie bez zmian;2022; Dramat ;49;-;20000000;147;[0.4, 0.2, 0.7, 1.0, 4.0, 13.0, 33.0, 33.0, 10.0, 4.0];65306
Oświadczyny po irlandzku;2010; Komedia rom. ;0;32607316;19000000;100;[0.3, 0.5, 2.0, 4.0, 10.0, 24.0, 34.0, 18.0, 5.0, 3.0];83590
Bez twarzy;1997; Sensacyjny ;20;245676146;80000000;138;[0.4, 0.5, 2.0, 3.0, 7.0, 16.0, 32.0, 27.0, 9.0, 4.0];78074
Persepolis;2007; Dramat ;28;22783978;7300000;95;[0.8, 0.4, 0.7, 0.9, 2.0, 6.0, 21.0, 40.0, 21.0, 7.0];40907
Och, Karol 2;2011; Komedia ;0;-;-;105;[6.0, 7.0, 13.0, 15.0, 19.0, 18.0, 13.0, 6.0, 2.0, 2.0];99291
Mów mi Vincent;2014; Komedia ;10;54627763;13000000;103;[0.1, 0.1, 0.5, 1.0, 4.0, 17.0, 40.0, 28.0, 6.0, 2.0];58870
Wątpliwość;2008; Dramat obyczajowy ;42;50907234;20000000;104;[0.2, 0.1, 0.7, 1.0, 4.0, 14.0, 36.0, 31.0, 8.0, 4.0];52645
Człowiek na krawędzi;2012; Thriller ;0;46221189;42000000;102;[0.1, 0.3, 1.0, 3.0, 9.0, 23.0, 38.0, 19.0, 5.0, 2.0];70719
Czas surferów;2005; Komedia ;0;-;-;90;[1.0, 1.0, 3.0, 4.0, 10.0, 20.0, 30.0, 20.0, 7.0, 4.0];89650
Cruella;2021; Komedia kryminalna ;28;233274812;100000000;134;[0.1, 0.2, 0.7, 1.0, 4.0, 14.0, 35.0, 32.0, 9.0, 4.0];66778
Bling Ring;2013; Dramat ;0;20045576;15000000;90;[2.0, 3.0, 11.0, 15.0, 27.0, 23.0, 13.0, 4.0, 1.0, 2.0];56058
John Wick 3;2019; Thriller ;0;328349387;75000000;131;[0.5, 0.6, 2.0, 3.0, 10.0, 22.0, 33.0, 19.0, 6.0, 4.0];71333
Druhny;2011; Komedia rom. ;44;288383523;32500000;125;[2.0, 2.0, 7.0, 10.0, 19.0, 25.0, 20.0, 10.0, 3.0, 2.0];81346
Czas wojny;2011; Dramat ;45;177584879;66000000;146;[0.5, 0.6, 2.0, 3.0, 8.0, 16.0, 29.0, 24.0, 10.0, 6.0];48134
9;2009; Animacja ;5;48428063;30000000;79;[0.3, 0.2, 0.9, 2.0, 5.0, 13.0, 29.0, 32.0, 13.0, 5.0];58288
Contagion - Epidemia strachu;2011; Dramat ;0;135458097;60000000;105;[0.2, 0.4, 2.0, 5.0, 16.0, 33.0, 31.0, 10.0, 2.0, 0.7];67798
Deadpool & Wolverine;2024; Komedia ;0;1338073645;200000000;127;[1.0, 1.0, 2.0, 3.0, 8.0, 16.0, 27.0, 23.0, 11.0, 7.0];71487
Czarny Czwartek. Janek Wiśniewski padł;2011; Dramat ;15;-;-;105;[0.7, 0.6, 2.0, 4.0, 10.0, 21.0, 33.0, 21.0, 6.0, 2.0];64334
Obława;2012; Thriller ;22;-;-;88;[1.0, 0.7, 3.0, 4.0, 11.0, 22.0, 33.0, 20.0, 5.0, 1.0];50039
Candy;2006; Dramat ;9;2105096;-;116;[0.2, 0.2, 0.7, 1.0, 4.0, 12.0, 30.0, 34.0, 12.0, 5.0];32738
Król;2019; Biograficzny ;14;-;-;133;[0.1, 0.1, 0.6, 1.0, 5.0, 16.0, 40.0, 29.0, 6.0, 2.0];63518
Zaginiony Świat: Jurassic Park;1997; Przygodowy ;0;618638999;73000000;129;[0.3, 0.4, 1.0, 3.0, 9.0, 21.0, 35.0, 19.0, 6.0, 4.0];98635
